comment,label,comment_length,comment_cleaned
Vip به نظر من تو منطقه داره بهترین میشه,1,39,Vip به نظر من تو منطقه داره بهترین میشه
خیلی تازه و خوب بود بی‌نظیر بود,1,31,خیلی تازه و خوب بود بینظیر بود
غذای من انقدر تاخیر داشت که نتونستم تحویل بگیرم لطفا پول غذا رو برگردونبد,0,73,غذای من انقدر تاخیر داشت که نتونستم تحویل بگیرم لطفا پول غذا رو برگردونبد
خیلی کیفیت افت کرده است. از پرپروک انتظار بیشتری داریم همیشه.,1,61,خیلی کیفیت افت کرده است از پرپروک انتظار بیشتری داریم همیشه
همه چیز عالی، سپاسگزارم,1,23,همه چیز عالی سپاسگزارم
تومن پیتزا خریدم سس نداده بود بدون سس خوردم,0,43,تومن پیتزا خریدم سس نداده بود بدون سس خوردم
بعد از ۱ ساعت و ۵۰ دقیقه غذارو برای مایی که ۳ تا خونه باهاشون فاصله داشتیم آوردن، چنگال و‌چاقو و دستمال هم نداشت در کل شب بسیار بدی بود,0,135,بعد از  ساعت و  دقیقه غذارو برای مایی که  تا خونه باهاشون فاصله داشتیم آوردن چنگال وچاقو و دستمال هم نداشت در کل شب بسیار بدی بود
افتضاح بود، خواهشا امتحان هم نکنید.,0,35,افتضاح بود خواهشا امتحان هم نکنید
شیرینی‌ها به دیواره جعبه و در جعبه چسبیدن چنتاشونم به علت حمل نامناسب کاملا له شدن,0,82,شیرینیها به دیواره جعبه و در جعبه چسبیدن چنتاشونم به علت حمل نامناسب کاملا له شدن
خوب بود. واقعا ارزش خریدن داشت. من راضی بودم,1,44,خوب بود واقعا ارزش خریدن داشت من راضی بودم
بسیار خوشمزه و دلنشین بود,1,25,بسیار خوشمزه و دلنشین بود
زرشک پلو با مرغ خوب اما خورش قیمه بسیار ضعیف,1,44,زرشک پلو با مرغ خوب اما خورش قیمه بسیار ضعیف
نسبت به قیمت واقعا خوبه,1,23,نسبت به قیمت واقعا خوبه
یکی از بهترین‌های اسنپ,1,22,یکی از بهترینهای اسنپ
مرغ کامل پخته نشده بود و گوشت مرغ سفت بود,0,41,مرغ کامل پخته نشده بود و گوشت مرغ سفت بود
کیفیت سالاد خوب ولی اندازش کوچک بود,1,35,کیفیت سالاد خوب ولی اندازش کوچک بود
نانها برشته نیست کمی برشته‌تر خوبه بیشترش خمیره,0,47,نانها برشته نیست کمی برشتهتر خوبه بیشترش خمیره
چیزبرگر فرانسوی اصلا خوب نبود برگرشون کارخونه‌ای بود پنیر روی نون هم چند جا سوخته بود اصلا راضی نبودم,0,101,چیزبرگر فرانسوی اصلا خوب نبود برگرشون کارخونهای بود پنیر روی نون هم چند جا سوخته بود اصلا راضی نبودم
غذا رو ۲۰ دقیقه‌ای اوردن داغ بود خوشمزه بود به مواردی هم که ازشون خواسته بودم توجه کرده بودن در مجموع کاملا راضی بودم و باز هم ازشون خرید خواهم کرد تشکر از مدیریت محترم,1,168,غذا رو  دقیقهای اوردن داغ بود خوشمزه بود به مواردی هم که ازشون خواسته بودم توجه کرده بودن در مجموع کاملا راضی بودم و باز هم ازشون خرید خواهم کرد تشکر از مدیریت محترم
کیکش خیلی سفت بود، احتمالا یک هفته‌ای مونده بود. شباهتی هم به کیک شکلاتی نداشت، فقط رنگ کیکش سفید نبود، یکم شکلات ریختن توش که رفع تکلیف کنن.,0,141,کیکش خیلی سفت بود احتمالا یک هفتهای مونده بود شباهتی هم به کیک شکلاتی نداشت فقط رنگ کیکش سفید نبود یکم شکلات ریختن توش که رفع تکلیف کنن
خیلی خوب بود مرغ خوب سرخ‌شده بود,1,32,خیلی خوب بود مرغ خوب سرخشده بود
نمیدونم داخل پیتزا از چه مواردی استفاده‌شده ولی من هنوز ساعتها بعد از خوردنش حال تهوع و سرگیجه دارم.,0,100,نمیدونم داخل پیتزا از چه مواردی استفادهشده ولی من هنوز ساعتها بعد از خوردنش حال تهوع و سرگیجه دارم
تا شونه تخم‌مرغ را نیاوردید,0,27,تا شونه تخممرغ را نیاوردید
برنج ومرغ رو باهم گذاشتین اب مرغ هم ریختین روش شده مثل غذا نذری برنج شفته شده ومرغ هم اوزیرا مونده اصلا نشد بخوری واقعا متاسفم از اینک ازشما خرید کردم,0,150,برنج ومرغ رو باهم گذاشتین اب مرغ هم ریختین روش شده مثل غذا نذری برنج شفته شده ومرغ هم اوزیرا مونده اصلا نشد بخوری واقعا متاسفم از اینک ازشما خرید کردم
من خامه سفارش دادم یک خامه دیگر آوردن با قیمت ارزانتر,0,53,من خامه سفارش دادم یک خامه دیگر آوردن با قیمت ارزانتر
رولت واقعا بد بود مونده بود و خشک‌شده بود باعت تاسف هستش چیز کیک خیلی معمولی بود.,0,81,رولت واقعا بد بود مونده بود و خشکشده بود باعت تاسف هستش چیز کیک خیلی معمولی بود
هلیم خوب و خوشمزه بود مواد اولیه تازه بودن ولی متاسفانه بیش از ۴۰ دقیقه طول کشید که بیاد,1,88,هلیم خوب و خوشمزه بود مواد اولیه تازه بودن ولی متاسفانه بیش از  دقیقه طول کشید که بیاد
تزیینات رویه کیک مانند بادام و بلو بری در حمل و نقل به شدت به هم ریخته بود.,0,75,تزیینات رویه کیک مانند بادام و بلو بری در حمل و نقل به شدت به هم ریخته بود
غذای اصلی خوب بود اما سیب زمینی‌ها بسیار بد مزه و کهنه بودن,0,59,غذای اصلی خوب بود اما سیب زمینیها بسیار بد مزه و کهنه بودن
به نظر من کهنه بود,0,18,به نظر من کهنه بود
عالی بود، برای چهار نفر کافی بود,1,32,عالی بود برای چهار نفر کافی بود
سریع و به موقع تحویل شد.,1,24,سریع و به موقع تحویل شد
برنج کاملا دم نکشیده بود ولی حجم جوجه‌کباب و طعم خیلی خوب بود,1,61,برنج کاملا دم نکشیده بود ولی حجم جوجهکباب و طعم خیلی خوب بود
غذا متوسط رو به بالا بود اما آنقدر تاخیر داشت که سیر شدم,0,56,غذا متوسط رو به بالا بود اما آنقدر تاخیر داشت که سیر شدم
کنار جوجه لیمو ترش نبود و چهار تا گوجه کبابی ریز کنار غذا گذاشته بودند و خیلی بد بود جوجه هم طعم دار نبود اصلا,1,110,کنار جوجه لیمو ترش نبود و چهار تا گوجه کبابی ریز کنار غذا گذاشته بودند و خیلی بد بود جوجه هم طعم دار نبود اصلا
نون تازه و گرم بدستم رسید ولی یکی از نون‌ها یه تیکه‌اش خیلی سوخته بود,1,69,نون تازه و گرم بدستم رسید ولی یکی از نونها یه تیکهاش خیلی سوخته بود
واقعا کیفیت خوبی داره برگر‌ها اگر تو سایز بزرگ‌تر باشه میتونه یکی از بهترین برگر‌های تهران باشه,1,95,واقعا کیفیت خوبی داره برگرها اگر تو سایز بزرگتر باشه میتونه یکی از بهترین برگرهای تهران باشه
این یبار خیلی خوب و تازه بود,1,28,این یبار خیلی خوب و تازه بود
جعبه زولبیا بامیه را با زدن یک چسب تحویل پیک داده بودند و نتیجه را می‌توان حدس زد که وقتی به دست ما رسید اوضاع چطور بود!!!!! لااقل باید جعبه را شیرینک می‌کردید! جعبه به حدی کثیف بود که معلوم نیست وسط راه چه برسرش آمده بود!,0,222,جعبه زولبیا بامیه را با زدن یک چسب تحویل پیک داده بودند و نتیجه را میتوان حدس زد که وقتی به دست ما رسید اوضاع چطور بود لااقل باید جعبه را شیرینک میکردید جعبه به حدی کثیف بود که معلوم نیست وسط راه چه برسرش آمده بود
